I Love Trouble,1994,Action|Comedy,10211,5.2
It Could Happen to You,1994,Comedy|Drama|Romance,29833,6.3
Little Buddha,1993,Drama,13350,6.0
Maverick,1994,Adventure|Comedy|Western,89064,7.0
Mrs. Parker and the Vicious Circle,1994,Drama,3817,6.4
Naked Gun 33 1/3: The Final Insult,1994,Action|Comedy,83247,6.5
Reality Bites,1994,Comedy|Drama|Romance,39032,6.6
Speed,1994,Action|Romance|Thriller,282195,7.2
Speechless,1994,Comedy|Romance,4315,5.7
Timecop,1994,Action|Sci-Fi|Thriller,48177,5.8
True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,204843,7.2
When a Man Loves a Woman,1994,Drama|Romance,17885,6.5
Wolf,1994,Drama|Horror|Romance|Thriller,46491,6.2
Wyatt Earp,1994,Western,38522,6.7
Bad Company,1995,Action|Crime|Drama,2425,5.4
S.F.W.,1994,Drama,4273,5.9
Jason's Lyric,1994,Crime|Drama,2871,6.6
Street Fighter,1994,Action|Adventure|Fantasy,56501,3.8
8 Seconds,1994,Drama,4069,6.5
Above the Rim,1994,Crime|Drama,11650,6.6
Addams Family Values,1993,Children|Comedy|Fantasy,63626,6.6
Airheads,1994,Comedy,40608,6.1
Another Stakeout,1993,Comedy|Thriller,11646,5.5
Bad Girls,1994,Western,10276,5.1
Barcelona,1994,Comedy|Romance,4895,7.0
Beverly Hills Cop III,1994,Action|Comedy|Crime|Thriller,65593,5.5
Black Beauty,1994,Adventure|Children|Drama,7901,6.6
Blown Away,1994,Action|Thriller,24653,6.2
Blue Chips,1994,Drama,10259,6.1
Blue Sky,1994,Drama|Romance,5742,6.4
Body Snatchers,1993,Horror|Sci-Fi|Thriller,14485,5.9
Boxing Helena,1993,Drama|Mystery|Romance|Thriller,10175,4.6
Cabin Boy,1994,Comedy,7244,5.1
Calendar Girl,1993,Comedy|Drama,1914,5.0
Carlito's Way,1993,Crime|Drama,174852,7.9
City Slickers II: The Legend of Curly's Gold,1994,Adventure|Comedy|Western,16077,5.5
Clean Slate,1994,Comedy,3284,5.7
Cliffhanger,1993,Action|Adventure|Thriller,103922,6.4
Coneheads,1993,Comedy|Sci-Fi,44457,5.3
Color of Night,1994,Drama|Thriller,19983,5.1
Cops and Robbersons,1994,Comedy,5550,5.0
Dave,1993,Comedy|Romance,43104,6.8
Dazed and Confused,1993,Comedy,135321,7.7
Demolition Man,1993,Action|Adventure|Sci-Fi,135026,6.6
Even Cowgirls Get the Blues,1993,Comedy|Romance,6418,4.3
Fatal Instinct,1993,Comedy,5858,5.7
Fearless,1993,Drama,18784,7.1
With Honors,1994,Comedy|Drama,11663,6.7
Flesh and Bone,1993,Drama|Mystery|Romance,4305,6.2
Widows' Peak,1994,Drama,1401,6.8
For Love or Money,1993,Comedy|Romance,10127,6.1
Free Willy,1993,Adventure|Children|Drama,56881,5.9
Fresh,1994,Crime|Drama|Thriller,10428,7.6
Geronimo: An American Legend,1993,Drama|Western,7257,6.5
Getting Even with Dad,1994,Comedy,6436,4.6
Go Fish,1994,Drama|Romance,1759,5.6
Hard Target,1993,Action|Adventure|Crime|Thriller,37873,6.1
Hot Shots! Part Deux,1993,Action|Comedy|War,72998,6.6
Live Nude Girls,1995,Comedy,1552,5.4
House Party 3,1994,Comedy,2744,4.2
I'll Do Anything,1994,Comedy|Drama,2193,5.6
In the Army Now,1994,Comedy|War,10741,4.8
In the Line of Fire,1993,Action|Thriller,79362,7.2
In the Name of the Father,1993,Drama,125082,8.1
Jimmy Hollywood,1994,Comedy|Crime|Drama,2717,5.3
Judgment Night,1993,Action|Crime|Thriller,13094,6.6
Jurassic Park,1993,Action|Adventure|Sci-Fi|Thriller,695981,8.1
Kalifornia,1993,Drama|Thriller,44968,6.7
Lassie,1994,Adventure|Children,4264,5.9
Last Action Hero,1993,Action|Adventure|Comedy|Fantasy,115720,6.3
Life with Mikey,1993,Comedy,4719,5.5
Lightning Jack,1994,Comedy|Western,5578,5.4
M. Butterfly,1993,Drama|Romance,7340,6.8
Made in America,1993,Comedy,12814,4.9
Malice,1993,Thriller,19587,6.4
Manhattan Murder Mystery,1993,Comedy|Mystery,31311,7.4
Menace II Society,1993,Action|Crime|Drama,43249,7.5
Executive Decision,1996,Action|Adventure|Thriller,43820,6.4
What Happened Was...,1994,Comedy|Drama|Romance|Thriller,1059,7.0
Much Ado About Nothing,1993,Comedy|Romance,39702,7.4
Mr. Wonderful,1993,Comedy|Romance,2758,5.9
Mrs. Doubtfire,1993,Comedy|Drama,201287,6.9
Naked,1993,Drama,26891,7.9
No Escape,1994,Action|Drama|Sci-Fi,16664,6.1
North,1994,Comedy,11933,4.4
Orlando,1992,Drama|Fantasy|Romance,11064,7.2
Philadelphia,1993,Drama,193319,7.7
Poetic Justice,1993,Drama,9988,5.9
Radioland Murders,1994,Comedy|Mystery|Romance,2936,6.2
Renaissance Man,1994,Comedy|Drama,14806,6.1
Rising Sun,1993,Action|Drama|Mystery,37411,6.2
RoboCop 3,1993,Action|Crime|Drama|Sci-Fi|Thriller,38462,4.0
Robin Hood: Men in Tights,1993,Comedy,99320,6.7
Romeo Is Bleeding,1993,Crime|Thriller,11503,6.6
Romper Stomper,1992,Action|Drama,33659,6.8
Ruby in Paradise,1993,Drama,2150,7.1
Rudy,1993,Drama,46289,7.5
Schindler's List,1993,Drama|War,971107,8.9
Searching for Bobby Fischer,1993,Drama,25503,7.5
Serial Mom,1994,Comedy|Crime|Horror,22738,6.7
Shadowlands,1993,Drama|Romance,14386,7.4
Short Cuts,1993,Drama,37446,7.7
Sirens,1994,Drama,8740,5.8
Six Degrees of Separation,1993,Drama,17552,6.9
Sleepless in Seattle,1993,Comedy|Drama|Romance,133798,6.8
Sliver,1993,Thriller,24667,4.9
Blade Runner,1982,Action|Sci-Fi|Thriller,549243,8.2
Son in Law,1993,Comedy|Drama|Romance,14621,5.7
So I Married an Axe Murderer,1993,Comedy|Romance|Thriller,29635,6.4
Striking Distance,1993,Action|Crime,35780,5.8
Super Mario Bros.,1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,40962,4.0
Surviving the Game,1994,Action|Adventure|Thriller,8938,6.1
Terminal Velocity,1994,Action|Mystery|Thriller,11461,5.4
Threesome,1994,Comedy|Romance,11466,6.2
Tombstone,1993,Action|Drama|Western,104882,7.8
True Romance,1993,Crime|Thriller,176419,7.9
Welcome to the Dollhouse,1995,Comedy|Drama,28328,7.4
Germinal,1993,Drama|Romance,3880,7.1
Chasers,1994,Comedy,4862,5.0
Kika,1993,Comedy|Drama,10286,6.5
Little Big League,1994,Comedy|Drama,8319,6.1
Spanking the Monkey,1994,Comedy|Drama,5402,6.3
Andre,1994,Adventure|Children|Drama,5597,5.7
Princess Caraboo,1994,Drama,2196,6.0
Home Alone,1990,Children|Comedy,358522,7.5
Ghost,1990,Comedy|Drama|Fantasy|Romance|Thriller,166395,7.0
Aladdin,1992,Adventure|Animation|Children|Comedy|Musical,291038,8.0
Terminator 2: Judgment Day,1991,Action|Sci-Fi,824332,8.5
Dances with Wolves,1990,Adventure|Drama|Western,203335,8.0
Batman,1989,Action|Crime|Thriller,292105,7.6
Snow White and the Seven Dwarfs,1937,Animation|Children|Drama|Fantasy|Musical,149216,7.6
Beauty and the Beast,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,350813,8.0
Pinocchio,1940,Animation|Children|Fantasy|Musical,103226,7.5
Pretty Woman,1990,Comedy|Romance,236465,7.0
Love and a .45,1994,Action|Comedy|Crime,3490,6.1
One Fine Day,1996,Drama|Romance,38432,6.5
Candyman: Farewell to the Flesh,1995,Fantasy|Horror,8229,5.2
Fargo,1996,Comedy|Crime|Drama|Thriller,507798,8.1
Homeward Bound II: Lost in San Francisco,1996,Adventure|Children,11621,5.9
Heavy Metal,1981,Action|Adventure|Animation|Horror|Sci-Fi,25961,6.7
Hellraiser: Bloodline,1996,Action|Horror|Sci-Fi,15913,5.1
Jane Eyre,1996,Drama|Romance,8062,6.8
Ed,1996,Comedy,7544,2.6
Primal Fear,1996,Crime|Drama|Mystery|Thriller,146913,7.7
All Dogs Go to Heaven 2,1996,Adventure|Animation|Children|Fantasy|Musical|Romance,4552,5.5
Denise Calls Up,1995,Comedy,1105,6.8
Theodore Rex,1995,Comedy,3492,2.4
Sgt. Bilko,1996,Comedy,18882,5.7
Girl 6,1996,Comedy|Drama,5237,5.0
Diabolique,1996,Drama|Thriller,11767,5.3
Nelly & Monsieur Arnaud,1995,Drama,3601,7.4
Courage Under Fire,1996,Action|Crime|Drama|War,43563,6.6
Mission: Impossible,1996,Action|Adventure|Mystery|Thriller,326602,7.1
Moll Flanders,1996,Drama,3600,6.5
Eddie,1996,Comedy,7601,5.1
James and the Giant Peach,1996,Adventure|Animation|Children|Fantasy|Musical,53040,6.7
Fear,1996,Thriller,34409,6.2
Kids in the Hall: Brain Candy,1996,Comedy,7426,6.9
Underground,1995,Comedy|Drama|War,47977,8.1
Mystery Science Theater 3000: The Movie,1996,Comedy|Sci-Fi,16482,7.4
Space Jam,1996,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,126652,6.3
Barbarella,1968,Adventure|Comedy|Sci-Fi,26937,5.9
It's My Party,1996,Drama,2452,7.1
Operation Dumbo Drop,1995,Action|Adventure|Comedy|War,7432,5.0
Mrs. Winterbourne,1996,Comedy|Romance,6092,6.2
Solo,1996,Action|Sci-Fi|Thriller,3648,3.9
Feeling Minnesota,1996,Drama|Romance,9533,5.4
Delta of Venus,1995,Drama,1611,4.5
Angus,1995,Comedy,5759,6.7
Boys,1996,Drama,3164,4.8
Sunset Park,1996,Drama,1345,5.9
Mulholland Falls,1996,Crime|Drama|Thriller,13844,6.2
Oliver & Company,1988,Adventure|Animation|Children|Comedy|Musical,36062,6.7
Celtic Pride,1996,Comedy,8759,5.2
Flipper,1996,Adventure|Children,8690,5.2
Dead Man,1995,Drama|Mystery|Western,78292,7.7
Multiplicity,1996,Comedy,26392,6.0
Last Dance,1996,Drama,3516,5.8
Heaven's Prisoners,1996,Crime|Thriller,4497,5.7
Twister,1996,Action|Adventure|Romance|Thriller,153606,6.3
Barb Wire,1996,Action|Sci-Fi,21839,3.2
Thinner,1996,Horror|Thriller,22657,5.7
Spy Hard,1996,Comedy,31921,5.3
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy|War,379103,8.5
Stalingrad,1993,Drama|War,25908,7.5
Striptease,1996,Comedy|Crime,37180,4.3
Heavy,1995,Drama|Romance,3878,7.0
Jack,1996,Comedy|Drama,49751,5.8
I Shot Andy Warhol,1996,Drama,5775,6.6
Touki Bouki,1973,Drama,1548,7.1
Trainspotting,1996,Comedy|Crime|Drama,538219,8.2
'Til There Was You,1997,Drama|Romance,2428,4.8
Stealing Beauty,1996,Drama,21983,6.6
Kingpin,1996,Comedy,67678,6.9
Eraser,1996,Action|Drama|Thriller,90788,6.1
Daylight,1996,Action|Adventure|Drama|Thriller,57247,5.8
Lone Star,1996,Drama|Mystery|Western,24721,7.5
Harriet the Spy,1996,Children|Comedy,8531,6.0
Phenomenon,1996,Drama|Romance,67376,6.4
Walking and Talking,1996,Comedy|Drama|Romance,2764,6.8
She's the One,1996,Comedy|Romance,14808,6.0
American Buffalo,1996,Crime|Drama,3109,5.7
Alaska,1996,Adventure|Children,4525,5.7
Fled,1996,Action|Adventure,7487,5.3
Kazaam,1996,Children|Comedy|Fantasy,20470,2.8
Larger Than Life,1996,Comedy,5827,5.6
Joe's Apartment,1996,Comedy|Fantasy|Musical,11193,5.4
Ransom,1996,Crime|Thriller,105375,6.6
High School High,1996,Comedy,11436,5.5
Foxfire,1996,Drama,7490,6.2
Chain Reaction,1996,Action|Adventure|Thriller,42923,5.6
Matilda,1996,Children|Comedy|Fantasy,99960,6.8
Emma,1996,Comedy|Drama|Romance,30394,6.7
House Arrest,1996,Children|Comedy,6969,5.7
Escape from L.A.,1996,Action|Adventure|Sci-Fi|Thriller,59275,5.7
Basquiat,1996,Drama,17003,6.9
Tin Cup,1996,Comedy|Drama|Romance,40422,6.3
Bound,1996,Crime|Drama|Romance|Thriller,44030,7.4
Carpool,1996,Comedy|Crime,3698,4.9
Kansas City,1996,Crime|Drama|Musical|Thriller,3749,6.3
Gone Fishin',1997,Comedy,8425,4.7
First Kid,1996,Children|Comedy,8302,5.2
Bogus,1996,Children|Drama|Fantasy,5448,5.3
Bulletproof,1996,Action|Comedy|Crime,31443,5.8
Mother Night,1996,Drama,4442,7.2
For Whom the Bell Tolls,1943,Adventure|Drama|Romance|War,6861,7.0
Singin' in the Rain,1952,Comedy|Musical|Romance,172852,8.3
Funny Face,1957,Comedy|Musical,21425,7.1
Breakfast at Tiffany's,1961,Drama|Romance,137679,7.7
Vertigo,1958,Drama|Mystery|Romance|Thriller,282823,8.4
Rear Window,1954,Mystery|Thriller,355438,8.5
It Happened One Night,1934,Comedy|Romance,73493,8.2
Gaslight,1944,Drama|Thriller,18810,7.9
North by Northwest,1959,Action|Adventure|Mystery|Romance|Thriller,243659,8.4
Some Like It Hot,1959,Comedy|Crime,196104,8.3
Charade,1963,Comedy|Crime|Mystery|Romance|Thriller,54637,8.0
Casablanca,1942,Drama|Romance,430019,8.5
My Fair Lady,1964,Comedy|Drama|Musical|Romance,73415,7.9
Sabrina,1954,Comedy|Romance,48886,7.7
Roman Holiday,1953,Comedy|Drama|Romance,110260,8.1
Meet Me in St. Louis,1944,Musical,16521,7.7
Gone with the Wind,1939,Drama|Romance|War,238572,8.2
My Favorite Year,1982,Comedy,7425,7.4
Citizen Kane,1941,Drama|Mystery,329256,8.4
2001: A Space Odyssey,1968,Adventure|Drama|Sci-Fi,481800,8.3
All About Eve,1950,Drama,93769,8.3
Rebecca,1940,Drama|Mystery|Romance|Thriller,97897,8.2
Foreign Correspondent,1940,Drama|Film-Noir|Mystery|Thriller,15032,7.6
Notorious,1946,Film-Noir|Romance|Thriller,79583,8.0
Spellbound,1945,Mystery|Romance|Thriller,36085,7.6
To Catch a Thief,1955,Crime|Mystery|Romance|Thriller,51136,7.5
Father of the Bride,1950,Comedy,8476,7.2
Ninotchka,1939,Comedy|Romance,15743,8.0
Love in the Afternoon,1957,Comedy|Romance,11220,7.3
Gigi,1958,Musical,16227,6.8
Laura,1944,Crime|Film-Noir|Mystery,35204,8.1
Lost Horizon,1937,Drama,10155,7.8
Top Hat,1935,Comedy|Musical|Romance,14522,7.8
To Be or Not to Be,1942,Comedy|Drama|War,21156,8.2
My Man Godfrey,1936,Comedy|Romance,16984,8.1
Giant,1956,Drama|Romance|Western,28660,7.7
East of Eden,1955,Drama,33398,8.0
His Girl Friday,1940,Comedy|Romance,44758,8.0
Around the World in 80 Days,1956,Adventure|Comedy,20004,6.8
It's a Wonderful Life,1946,Children|Drama|Fantasy|Romance,312993,8.6
Mr. Smith Goes to Washington,1939,Drama,85911,8.2
Bringing Up Baby,1938,Comedy|Romance,47943,8.0
Penny Serenade,1941,Drama|Romance,5054,7.2
Of Human Bondage,1934,Drama,4893,7.3
Little Lord Fauntleroy,1936,Drama,1383,7.3
Night of the Living Dead,1968,Horror|Sci-Fi|Thriller,96882,7.9
Beat the Devil,1953,Adventure|Comedy|Crime|Drama|Romance,6759,6.6
Cat on a Hot Tin Roof,1958,Drama,37011,8.1
Meet John Doe,1941,Comedy|Drama,10038,7.7
Dangerous Ground,1997,Drama,1696,4.5
Picnic,1955,Drama,6764,7.2
Fly Away Home,1996,Adventure|Children,20944,6.8
Bliss,1997,Drama|Romance,1804,6.1
Grace of My Heart,1996,Comedy|Drama,3154,6.7
Maximum Risk,1996,Action|Adventure|Thriller,17162,5.5
Michael Collins,1996,Drama,25953,7.1
Infinity,1996,Drama,1524,6.1
Big Night,1996,Comedy|Drama,14157,7.3
Last Man Standing,1996,Action|Crime|Drama|Thriller,47431,6.4
Set It Off,1996,Action|Crime,11365,6.8
2 Days in the Valley,1996,Crime|Film-Noir,16528,6.5
Extreme Measures,1996,Drama|Thriller,14967,6.1
D3: The Mighty Ducks,1996,Children|Comedy,20741,5.3
Escape to Witch Mountain,1975,Adventure|Children|Fantasy,7713,6.4
Herbie Rides Again,1974,Children|Comedy|Fantasy|Romance,6052,5.6
Old Yeller,1957,Children|Drama,9646,7.3
Pollyanna,1960,Children|Comedy|Drama,7518,7.4
Homeward Bound: The Incredible Journey,1993,Adventure|Children|Drama,36406,6.9
Swiss Family Robinson,1960,Adventure|Children,11259,7.2
That Darn Cat!,1965,Children|Comedy|Mystery,4537,6.7
20,000 Leagues Under the Sea,1954,Adventure|Drama|Sci-Fi,24094,7.2
Cool Runnings,1993,Comedy,76261,6.9
Angels in the Outfield,1994,Children|Comedy,24230,6.1
